	lncRNA
10649	RP11-230G5.2
10650	RP11-221N13.2
10651	LINC02454
10652	RP11-221N13.4
10653	RP11-677M24.1
10654	HMGA2-AS1
10655	RP11-366L20.3
10656	LINC02425
10657	LLPH-DT
10658	RP11-335I12.2
10659	RP11-123O10.3
10660	RP11-123O10.1
10661	RP11-473M14.5
10662	LINC02420
10663	LINC02408
10664	LINC02442
10665	RP11-335O4.3
10666	LINC02421
10667	RP11-43N5.2
10668	LINC01479
10669	IFNG-AS1
10670	LINC02384
10671	RP11-71J4.2
10672	RP11-81H14.1
10673	RP11-637A17.2
10674	RP11-611O2.1
10675	RP11-611O2.5
10676	RP11-324P9.1
10677	RP11-1143G9.5
10678	RP11-1143G9.4
10679	LINC02373
10680	RP11-588G21.1
10681	RP11-588G21.2
10682	PRANCR
10683	RP11-611E13.3
10684	LINC02821
10685	RP11-398J13.2
10686	RP11-398J13.1
10687	RP11-588H23.3
10688	RP11-785D18.3
10689	CTD-2021H9.1
10690	CTD-2021H9.2
10691	CTD-2021H9.3
10692	RP11-578B16.1
10693	RP11-186F10.2
10694	RP11-186F10.4
10695	RP11-498M15.1
10696	RP11-2H8.2
10697	RP11-89M22.3
10698	TRHDE-AS1
10699	RP11-12K6.2
10700	RP11-314D7.1
10701	LINC02444
10702	RP11-314D7.3
10703	LINC02445
10704	LINC02882
10705	RP11-711C17.1
10706	LINC02394
10707	RP11-274M17.3
10708	RP11-56G10.2
10709	RP11-81K13.1
10710	CAPS2-AS1
10711	RP11-585P4.6
10712	RP11-585P4.5
10713	RP11-114H23.1
10714	RP11-114H23.4
10715	RP11-114H23.2
10716	RP11-290L1.5
10717	RP11-290L1.3
10718	RP11-290L1.2
10719	LNCOG
10720	RP11-20E24.1
10721	RP11-613M5.5
10722	RP11-461F16.3
10723	RP1-81P11.2
10724	LINC02464
10725	RP1-97G4.1
10726	RP11-781A6.1
10727	RP11-136F16.1
10728	LINC02424
10729	RP11-754N21.1
10730	RP11-90C1.1
10731	RP11-171L9.1
10732	RP11-123M21.1
10733	RP11-390N6.1
10734	RP1-78O14.1
10735	RP11-359M6.1
10736	RP11-530C5.1
10737	RP11-530C5.4
10738	RP11-530C5.2
10739	PPP1R12A-AS1
10740	RP11-272K23.3
10741	LINC01490
10742	RP11-543H12.1
10743	PPFIA2-AS1
10744	RP11-315E17.1
10745	LINC02426
10746	RP11-263K4.5
10747	RP11-263K4.4
10748	RP11-263K4.3
10749	RP11-13F9.1
10750	RP11-87P13.2
10751	RP11-384P14.1
10752	RP11-80O3.1
10753	RP11-788H18.1
10754	LINC02820
10755	RP11-18J9.3
10756	RP11-202H2.1
10757	RP11-324H9.1
10758	LINC02258
10759	RP11-248E9.6
10760	RP11-900F13.3
10761	RP11-900F13.2
10762	LINC02458
10763	RP11-823E8.3
10764	RP11-1109F11.6
10765	RP11-1109F11.3
10766	RP11-1109F11.5
10767	POC1B-AS1
10768	RP11-734K2.3
10769	RP11-981P6.1
10770	ATP2B1-AS1
10771	RP11-654D12.2
10772	LINC02399
10773	RP11-567C2.1
10774	LINC02392
10775	LINC02822
10776	RP11-632B21.1
10777	RP11-632B21.2
10778	RP11-20L19.1
10779	LINC00615
10780	LINC02823
10781	RP11-730K16.1
10782	RP11-693J15.6
10783	RP11-1041F24.1
10784	LINC02404
10785	RP11-587P21.3
10786	LINC01619
10787	RP11-796E2.5
10788	RP11-796E2.6
10789	RP11-796E2.4
10790	LINC02391
10791	CLLU1-AS1
10792	CLLU1
10793	RP11-693J15.4
10794	LINC02397
10795	LINC02413
10796	RP11-511B23.2
10797	RP11-202G11.2
10798	LINC02412
10799	RP11-486A14.2
10800	SOCS2-AS1
10801	RP11-887P2.5
10802	RP11-887P2.6
10803	RP11-1060G2.1
10804	RP11-1060G2.2
10805	RP11-74K11.2
10806	RP11-1105G2.6
10807	RP11-1105G2.4
10808	RP11-1105G2.3
10809	CEP83-DT
10810	RP11-778J16.3
10811	RP11-167N24.5
10812	RP11-536G4.2
10813	LINC02410
10814	RP11-256L6.3
10815	RP11-256L6.2
10816	LINC02452
10817	RP11-394J1.2
10818	RP11-394J1.3
10819	RP11-510I5.4
10820	RP11-541G9.1
10821	RP11-397H6.1
10822	RP11-534P6.1
10823	RP11-534P6.2
10824	LINC02409
10825	RMST
10826	RP11-528M18.2
10827	RP11-690J15.1
10828	RP11-718L23.2
10829	LINC02453
10830	TMPO-AS1
10831	RP11-473C19.1
10832	RP11-406H4.1
10833	RP11-463C23.1
10834	RP11-135F9.4
10835	RP11-135F9.3
10836	RP11-175P13.2
10837	RP11-263E1.1
10838	RP11-350G24.1
10839	RP11-321F8.4
10840	RP11-755O11.2
10841	RP11-285E23.2
10842	RP11-512N21.3
10843	RP11-554E23.2
10844	RP11-554E23.4
10845	HELLPAR
10846	LINC02456
10847	LINC00485
10848	RP11-438H24.2
10849	RP11-438H24.3
10850	RP11-328J6.1
10851	RP11-552I14.1
10852	RP11-626I20.4
10853	LINC02401
10854	RP11-341G23.2
10855	RP11-341G23.3
10856	RP11-341G23.4
10857	RP11-650K20.2
10858	RP11-650K20.3
10859	LINC02385
10860	RP11-818F20.6
10861	RP11-818F20.5
10862	RP11-43D4.3
10863	RP11-798P24.2
10864	RP11-781C15.1
10865	KCCAT198
10866	RP11-349L8.1
10867	CASC18
10868	RP11-114F10.2
10869	RP11-114F10.3
10870	RP11-651L5.2
10871	RP11-651L5.3
10872	RP11-144F15.1
10873	RP11-482D24.2
10874	RP11-482D24.3
10875	RP11-124O10.1
10876	RP11-412D9.4
10877	RP11-797M17.1
10878	RP11-90N16.2
10879	RP11-128P10.1
10880	RP11-864J10.4
10881	RP11-554D14.6
10882	LINC01498
10883	RP11-951I11.5
10884	RP11-689B22.2
10885	RP11-423G4.8
10886	RP11-423G4.10
10887	AC190387.1
10888	USP30-AS1
10889	RP11-968O1.5
10890	LINC01486
10891	RP11-256L11.3
10892	FAM222A-AS1
10893	RP1-7G5.6
10894	RP11-837J7.4
10895	RP11-837J7.3
10896	RP11-946P6.6
10897	RP11-946P6.4
10898	RP11-478C19.2
10899	RP3-424M6.4
10900	RP11-481J8.3
10901	RP1-74B13.2
10902	LINC01405
10903	RP1-46F2.3
10904	LINC02356
10905	ATXN2-AS
10906	MAPKAPK5-AS1
10907	RP1-267L14.6
10908	RP1-267L14.3
10909	RP3-521E19.2
10910	RP1-71H24.1
10911	RP11-545P7.4
10912	RP11-545P7.9
10913	LHX5-AS1
10914	LINC01234
10915	RP11-438N16.5
10916	RP11-780K2.1
10917	RP11-100F15.1
10918	RP11-100F15.2
10919	LINC02459
10920	TBX5-AS1
10921	RP11-162N7.1
10922	RP4-601P9.2
10923	RP4-601P9.4
10924	RP4-601P9.1
10925	RP11-411G2.2
10926	RP11-25E2.1
10927	RP11-116D17.2
10928	RP11-116D17.3
10929	RP11-116D17.4
10930	RP11-116D17.5
10931	RP11-116D17.1
10932	RP11-1028N23.3
10933	RP11-1028N23.4
10934	RP11-110L15.1
10935	LINC02463
10936	RP11-493P1.4
10937	RP11-493P1.2
10938	RP11-115H15.2
10939	RP11-148B3.3
10940	RP11-148B3.2
10941	LINC02457
10942	LINC00173
10943	RP11-497G19.7
10944	RP11-497G19.3
10945	RP11-497G19.1
10946	RP11-497G19.2
10947	RP11-240G22.4
10948	RP11-240G22.5
10949	RP11-231I16.1
10950	RP11-103B5.4
10951	TESC-AS1
10952	RP11-227B21.2
10953	RP11-465L8.1
10954	RP11-33N14.3
10955	RP11-33N14.5
10956	RP11-136L23.2
10957	RP11-131L12.2
10958	RP11-131L12.3
10959	RP11-131L12.4
10960	LINC02460
10961	LINC02423
10962	LINC02440
10963	LINC02439
10964	RP11-357K6.3
10965	RP11-173C19.1
10966	RP11-364C11.2
10967	RP11-64B16.3
10968	RP11-64B16.4
10969	RP11-64B16.5
10970	LINC00934
10971	RP11-768F21.1
10972	RP1-127H14.3
10973	RP1-267D11.6
10974	PXN-AS1
10975	RP1-278C19.9
10976	RP1-278C19.8
10977	RP1-166H1.2
10978	NRAV
10979	RP11-18C24.8
10980	RP11-728G15.1
10981	RP11-173P15.3
10982	RP11-173P15.9
10983	RP11-173P15.10
10984	RP11-173P15.5
10985	RP11-173P15.7
10986	RP11-665J20.2
10987	HNF1A-AS1
10988	RP11-216P16.5
10989	RP11-340F14.7
10990	RP11-340F14.6
10991	RP11-711D18.2
10992	KDM2B-DT
10993	RP11-347I19.9
10994	LINC01089
10995	RP11-347I19.8
10996	RP11-347I19.7
10997	RP11-7M8.2
10998	RP11-87C12.6
10999	RP11-87C12.7
11000	RP11-87C12.5
11001	AC156455.1
11002	CLIP1-AS1
11003	RP11-15J22.8
11004	RP11-324E6.10
11005	RP11-324E6.6
11006	RP11-463O12.3
11007	RP11-463O12.5
11008	RP11-197N18.2
11009	PITPNM2-AS1
11010	RP11-197N18.8
11011	RP11-546D6.3
11012	RP11-282O18.7
11013	SBNO1-AS1
11014	RP11-972P1.10
11015	RP11-972P1.11
11016	TMED2-DT
11017	RP11-338K17.5
11018	RP11-338K17.6
11019	RP11-338K17.8
11020	RP11-338K17.11
11021	RP11-338K17.10
11022	DNAH10OS
11023	RP11-214K3.23
11024	RP11-214K3.22
11025	RP11-214K3.21
11026	RP11-214K3.20
11027	RP11-214K3.19
11028	RP11-214K3.18
11029	RP11-214K3.25
11030	RP11-214K3.24
11031	RP11-522N14.2
11032	RP11-83B20.1
11033	RP11-83B20.2
11034	RP11-83B20.3
11035	RP11-83B20.4
11036	RP11-83B20.5
11037	RP11-83B20.6
11038	RP11-83B20.7
11039	RP11-83B20.9
11040	RP11-83B20.8
11041	RP11-83B20.10
11042	RP11-13J12.2
11043	RP11-13J12.3
11044	THRIL
11045	RP11-158L12.4
11046	RP11-158L12.5
11047	RP11-158L12.8
11048	RP11-158L12.6
11049	RP11-604N13.1
11050	RP4-800O15.1
11051	RP4-800O15.4
11052	RP4-800O15.2
11053	LINC00939
11054	LINC02826
11055	LINC02359
11056	RP3-446N13.2
11057	RP3-446N13.3
11058	RP3-446N13.4
11059	RP1-116K23.2
11060	RP4-809F18.1
11061	LINC02825
11062	LINC02347
11063	RP11-407A16.3
11064	RP11-407A16.4
11065	RP11-407A16.6
11066	RP11-407A16.5
11067	LINC02824
11068	LINC00943
11069	LINC00944
11070	LINC02372
11071	RP11-983C2.3
11072	LINC02405
11073	RP11-955H22.5
11074	RP11-575F12.2
11075	RP11-575F12.5
11076	RP11-575F12.3
11077	RP11-575F12.4
11078	LINC02376
11079	LINC02375
11080	RP11-367G12.1
11081	RP11-483I24.3
11082	RP11-483I24.1
11083	RP11-483I24.2
11084	RP11-483I24.4
11085	RP11-351O2.3
11086	RP11-351O2.1
11087	LINC02411
11088	RP11-749H20.5
11089	RP11-749H20.1
11090	RP11-749H20.2
11091	LINC02393
11092	LINC00507
11093	LINC00508
11094	LINC02441
11095	RP13-86N24.1
11096	LINC02369
11097	LINC02368
11098	RP11-417O18.2
11099	RP11-417O18.1
11100	RP11-553N19.1
11101	RP11-21K12.2
11102	RP11-21K12.3
11103	TMEM132D-AS1
11104	TMEM132D-AS2
11105	RP11-206B11.1
11106	RP11-337L12.1
11107	RP11-337L12.2
11108	RP11-174M13.2
11109	RP11-174M13.3
11110	RP11-572C21.2
11111	RP11-572C21.1
11112	RP11-474D1.4
11113	LINC02418
11114	RP11-474D1.1
11115	LINC02419
11116	RP11-143E21.2
11117	RP11-143E21.3
11118	FZD10-AS1
11119	RP11-143E21.4
11120	RP11-143E21.6
11121	RP11-200K12.3
11122	RP11-200K12.2
11123	RP11-117L5.4
11124	RP11-117L5.1
11125	RP11-117L5.3
11126	RP11-662M24.1
11127	RP11-989F5.4
11128	RP11-989F5.1
11129	RP11-989F5.3
11130	RP11-243M5.5
11131	RP11-243M5.4
11132	RP11-243M5.2
11133	RP11-243M5.1
11134	RP11-243M5.3
11135	RP11-76C10.6
11136	ADGRD1-AS1
11137	RP11-76C10.4
11138	RP11-76C10.3
11139	RP11-76C10.2
11140	LINC01257
11141	RP11-638F5.2
11142	RP11-495K9.2
11143	LINC02415
11144	RP11-346B9.2
11145	LINC02370
11146	RP11-346B9.3
11147	RP13-507P19.1
11148	RP11-897M7.3
11149	RP11-897M7.4
11150	RP11-897M7.5
11151	RP11-897M7.1
11152	RP11-897M7.2
11153	RP11-495K9.10
11154	RP11-495K9.9
11155	LINC02414
11156	RP11-495K9.12
11157	RP11-495K9.8
11158	RP11-495K9.6
11159	RP11-495K9.5
11160	RP11-417L19.2
11161	RP11-417L19.5
11162	RP11-417L19.4
11163	RP11-417L19.6
11164	RP13-820C6.2
11165	RP13-820C6.4
11166	RP13-977J11.6
11167	RP13-977J11.9
11168	LINC02361
11169	RP13-977J11.8
11170	RP13-977J11.3
11171	RP13-895J2.2
11172	RP13-895J2.3
11173	RP13-895J2.4
11174	RP13-895J2.6
11175	RP13-895J2.7
11176	RP13-895J2.8
11177	RP13-895J2.13
11178	RP13-895J2.9
11179	RP13-895J2.10
11180	RP13-895J2.11
11181	RP13-714J12.1
11182	RP11-503G7.1
11183	RP11-503G7.2
11184	RP13-554M15.7
11185	RP13-554M15.2
11186	RP13-554M15.8
11187	RP13-554M15.5
11188	RP13-672B3.2
11189	RP11-46H11.11
11190	RP11-46H11.12
11191	RP11-46H11.3
11192	ZNF84-DT
11193	RP11-386I8.5
11194	RP11-386I8.4
11195	CTD-2140B24.6
11196	FAM230C
11197	LINC00349
11198	LINC00388
11199	LINC00387
11200	LINC00408
11201	RP11-442J17.3
11202	LINC00442
11203	RP11-301J16.7
11204	RP11-301J16.8
11205	LINC00421
11206	RP11-385E5.5
11207	LINC00350
11208	PSPC1-AS2
11209	RP11-61K9.2
11210	RP11-61K9.3
11211	RP11-264J4.8
11212	LINC01072
11213	LINC00556
11214	RP11-264J4.10
11215	RP11-476H16.1
11216	RP11-172H24.4
11217	RP11-261P13.5
11218	RP11-261P13.6
11219	LATS2-AS1
11220	LINC01046
11221	LINC00539
11222	ZDHHC20-IT1
11223	LINC00424
11224	LINC00540
11225	RP11-26A3.1
11226	LINC00621
11227	RP11-124N19.3
11228	RP11-124N19.4
11229	LINC00362
11230	SACS-AS1
11231	LINC00327
11232	LINC00352
11233	PCOTH
11234	RP11-45B20.6
11235	SPATA13
11236	SPATA13-AS1
11237	C1QTNF9-AS1
11238	LINC00566
11239	RP11-556N21.7
11240	RP11-556N21.6
11241	RP11-556N21.1
11242	RP11-534K14.4
11243	RP11-534K14.5
11244	RP11-165I9.10
11245	LINC01053
11246	LINC00463
11247	RP11-165I9.9
11248	LINC01076
11249	RP11-271M24.2
11250	LINC00415
11251	RP11-380N8.7
11252	RP11-570F6.2
11253	WASF3-AS1
11254	RP11-496O3.3
11255	RP11-545M8.4
11256	USP12-AS1
11257	USP12-AS2
11258	LINC02340
11259	LINC00412
11260	LINC01079
11261	RP11-87C7.3
11262	PLUT
11263	LINC00543
11264	PAN3-AS1
11265	RP11-95G6.1
11266	MTUS2-AS2
11267	MTUS2-AS1
11268	LINC00297
11269	LINC00572
11270	LINC00544
11271	RP11-629E24.2
11272	LINC00365
11273	LINC00384
11274	LINC00385
11275	RP11-490N5.3
11276	LINC00427
11277	LINC00426
11278	RP11-374F3.5
11279	RP11-223E19.3
11280	LINC01058
11281	RP11-550P23.6
11282	LINC00398
11283	LINC00545
11284	TEX26-AS1
11285	RP11-252M21.6
11286	LINC01066
11287	RP11-64I8.1
11288	RP11-326L9.1
11289	RP11-432E15.2
11290	RP1-257C22.2
11291	FRY-AS1
11292	RP11-298P3.4
11293	N4BP2L2-IT2
11294	RP11-380B4.3
11295	LINC00423
11296	STARD13-IT1
11297	STARD13-AS
11298	RP11-363P13.2
11299	LINC02344
11300	RP11-141M1.5
11301	RP11-141M1.4
11302	RP11-141M1.3
11303	RP11-37L2.1
11304	RP11-179A7.2
11305	RP11-179A7.4
11306	RP11-142E9.1
11307	RP11-218I21.2
11308	LINC02343
11309	LINC00457
11310	RP11-266E6.3
11311	RP11-307O13.1
11312	RP11-98D3.2
11313	LINC00445
11314	SPART-AS1
11315	SMAD9-IT1
11316	RP11-676B18.1
11317	LINC01048
11318	LINC00547
11319	RP11-206L1.3
11320	LINC02334
11321	LINC00571
11322	RP11-131P10.2
11323	LINC00437
11324	LINC00366
11325	FREM2-AS1
11326	RP11-50D16.4
11327	LINC00598
11328	LINC00332
11329	RP11-350A18.2
11330	RP11-471M10.3
11331	RP11-74J13.8
11332	RP11-74J13.9
11333	RP11-157L14.6
11334	RP11-157L14.5
11335	VWA8-AS1
11336	RP11-187A9.3
11337	LINC02341
11338	LINC01050
11339	LINC00428
11340	LINC00400
11341	ENOX1-AS2
11342	ENOX1-AS1
11343	RP11-184E24.1
11344	RP11-168P13.3
11345	RP11-168P13.1
11346	RP11-5G9.5
11347	RP11-5G9.6
11348	NRAD1
11349	LINC00390
11350	SMIM2-AS1
11351	SMIM2-IT1
11352	RP11-478K15.7
11353	RP11-478K15.6
11354	RP11-269C23.5
11355	TUSC8
11356	RP11-269C23.4
11357	TSC22D1-AS1
11358	LINC00407
11359	RP11-442J21.2
11360	LINC00330
11361	RP11-321C24.1
11362	RP11-290D2.6
11363	TPT1-AS1
11364	RP11-290D2.3
11365	SLC25A30-AS1
11366	LINC01055
11367	CPB2-AS1
11368	RP11-247M1.6
11369	LINC00563
11370	LINC01198
11371	RP11-189B4.7
11372	RP11-165D6.1
11373	HTR2A-AS1
11374	RP11-279N8.1
11375	LINC00562
11376	RP11-528D24.4
11377	SUCLA2-AS1
11378	RP11-90M2.5
11379	MED4-AS1
11380	RB1-DT
11381	RP11-305D15.8
11382	RP11-165D7.6
11383	RP11-165D7.5
11384	LINC01077
11385	LINC00462
11386	RP11-156K23.3
11387	RP11-195L15.2
11388	DLEU2
11389	DLEU1
11390	RP11-34F20.7
11391	RP11-369L4.2
11392	RNASEH2B-AS1
11393	RP11-457D13.4
11394	INTS6-AS1
11395	RP11-327P2.5
11396	RP11-327P2.6
11397	RP11-248G5.9
11398	RP11-248G5.8
11399	LINC02333
11400	RP11-245D16.4
11401	LINC00345
11402	RP11-78J21.6
11403	RP11-78J21.7
11404	SUGT1-DT
11405	LINC01065
11406	RP11-24H2.3
11407	RP11-4D11.1
11408	RP11-190J12.1
11409	RP11-384G23.1
11410	LINC00558
11411	LINC00458
11412	RP11-536C2.2
11413	RP11-536C2.1
11414	RP11-108H9.1
11415	LINC02335
11416	RP11-415G4.1
11417	RP11-10O23.2
11418	RP11-95F22.1
11419	LINC02338
11420	LINC00374
11421	RP11-105A24.2
11422	DIAPH3-AS1
11423	DIAPH3-AS2
11424	LINC00434
11425	LINC00378
11426	RP11-521H3.3
11427	LINC01442
11428	LINC02339
11429	LINC00358
11430	LINC01075
11431	LINC01074
11432	LINC00459
11433	RP11-234O23.2
11434	LINC00448
11435	RP11-527N12.2
11436	LINC00376
11437	RP11-67L17.1
11438	LINC00395
11439	RP11-473M10.4
11440	RP11-394A14.5
11441	LINC00355
11442	LINC01052
11443	RP11-298H15.1
11444	PCDH9-AS1
11445	PCDH9-AS2
11446	PCDH9-AS3
11447	PCDH9-AS4
11448	RP11-576O3.1
11449	LINC00364
11450	RP11-520F22.1
11451	RP11-338L17.1
11452	LINC00550
11453	LINC02342
11454	LINC00383
11455	ATXN8OS
11456	ATXN8
11457	LINC00348
11458	RP11-309J13.1
11459	LINC00393
11460	LINC00392
11461	RP11-552M6.1
11462	RP11-157H4.1
11463	LINC00402
11464	RP11-512C24.4
11465	RP11-512C24.3
11466	LINC00381
11467	RP11-285E18.2
11468	LINC00347
11469	LINC01078
11470	RP11-182M20.2
11471	RP11-29G8.3
11472	LMO7-AS1
11473	RP11-173B14.4
11474	LMO7DN
11475	LMO7DN-IT1
11476	LINC00561
11477	LINC01034
11478	RP11-19D22.1
11479	RP11-267P7.1
11480	RP11-275D4.1
11481	AC000403.4
11482	MYCBP2-AS1
11483	AC001226.7
11484	MYCBP2-AS2
11485	RP11-81G4.1
11486	RP11-137M6.3
11487	SCEL-AS1
11488	EDNRB-AS1
11489	OBI1-AS1
11490	RP11-318G21.4
11491	LINC01069
11492	LINC00446
11493	RP11-203P2.2
11494	RP11-52L5.6
11495	LINC00331
11496	RBM26-AS1
11497	NDFIP2-AS1
11498	LINC01068
11499	RP11-25J23.4
11500	LINC01038
11501	LINC00382
11502	RP11-470M1.2
11503	LINC01080
11504	RP11-263K14.1
11505	RP11-237N2.1
11506	LINC00377
11507	LINC00564
11508	RP11-452B18.2
11509	RP11-400M8.1
11510	RP11-275O3.1
11511	RP11-395N17.3
11512	RP11-163N15.2
11513	RP11-661D17.1
11514	RP11-120L14.1
11515	LINC00333
11516	RP11-522H16.1
11517	RP11-531P20.2
11518	LINC00375
11519	RP11-447N10.1
11520	LINC00351
11521	RP11-498F10.1
11522	RP11-30L8.1
11523	RP11-412K20.1
11524	LINC00430
11525	RP11-365J7.1
11526	RP11-342C20.2
11527	MIR4500HG
11528	RP11-29P20.1
11529	LINC00397
11530	RP11-471M2.3
11531	LINC00373
11532	RP11-428M15.1
11533	LINC00433
11534	RP11-478H12.2
11535	LINC00560
11536	RP11-478H12.1
11537	LINC00440
11538	LINC01047
11539	LINC02336
11540	LINC01040
11541	LINC00353
11542	LINC00559
11543	LINC01049
11544	LINC00410
11545	LINC00380
11546	LINC00379
11547	MIR17HG
11548	RP11-487A2.1
11549	RP11-95C14.1
11550	RP11-306O1.2
11551	GPC5-AS2
11552	RP11-165N12.2
11553	GPC5-IT1
11554	RP11-66G15.1
11555	RP11-118A1.2
11556	GPC5-AS1
11557	LINC00363
11558	RP11-632L2.3
11559	RP11-632L2.2
11560	RP11-71K7.1
11561	GPC6-AS2
11562	GPC6-AS1
11563	LINC00391
11564	SOX21-AS1
11565	LINC00557
11566	RP11-74A12.3
11567	CLDN10-AS1
11568	DNAJC3-DT
11569	RP11-10E18.7
11570	RP11-65L19.4
11571	LINC00456
11572	RP11-419D4.1
11573	RP11-128N14.6
11574	RP11-128N14.5
11575	RP11-128N14.4
11576	RP11-120E13.1
11577	RP11-120E13.2
11578	RP11-383H17.4
11579	RP11-573N10.1
11580	RP11-261P24.2
11581	FARP1-AS1
11582	STK24-AS1
11583	DOCK9-AS1
11584	DOCK9-DT
11585	UBAC2-AS1
11586	RP11-178C10.4
11587	LINC01232
11588	RP11-214F16.8
11589	LINC00449
11590	LINC01039
11591	RP11-214F16.9
11592	CLYBL-AS2
11593	CLYBL-AS1
11594	RP11-134O15.4
11595	RP11-134O15.3
11596	RP11-12G12.8
11597	LINC00554
11598	PCCA-DT
11599	RP11-364F8.1
11600	PCCA-AS1
11601	RP11-151A6.4
11602	RP11-151A6.6
11603	NALCN-AS1
11604	LINC00411
11605	RP11-397O8.7
11606	FGF14-IT1
11607	RP11-347N5.3
11608	FGF14-AS1
11609	FGF14-AS2
11610	LINC00555
11611	RP11-29B2.6
11612	RP11-484I6.9
11613	RP11-255P5.2
11614	RP11-255P5.3
11615	RP11-123H22.2
11616	LINC01309
11617	RP11-78L19.1
11618	RP11-100K21.1
11619	DAOA-AS1
11620	RP11-252M24.1
11621	LINC00343
11622	RP11-406G20.1
11623	RP11-358P11.1
11624	LINC00460
11625	RP11-272L14.3
11626	RP11-272L14.2
11627	LINC00551
11628	LINC00443
11629	RP11-207D10.1
11630	RP11-282A11.3
11631	RP11-282A11.4
11632	RP11-282A11.2
11633	RP11-49A19.1
11634	RP11-381O6.1
11635	FAM155A-IT1
11636	RP11-513N16.1
11637	RP11-346C4.3
11638	RP11-153I24.4
11639	RP11-153I24.5
11640	MYO16-AS2
11641	MYO16-AS1
11642	RP11-54H7.4
11643	LINC00370
11644	LINC01067
11645	LINC00399
11646	RP11-358F13.1
11647	LINC00676
11648	RP11-40E6.1
11649	RP11-40E6.2
11650	RP11-403A3.1
11651	RP11-403A3.3
11652	RP11-403A3.2
11653	LINC00396
11654	RP11-472K17.3
11655	RP11-472K17.4
11656	RP11-212E4.1
11657	COL4A2-AS2
11658	COL4A2-AS1
11659	RP11-90L1.8
11660	LINC00567
11661	PRECSIT
11662	ANKRD10-IT1
11663	RP11-365P13.5
11664	LINC00368
11665	RP11-551M15.6
11666	ARHGEF7-AS2
11667	ARHGEF7-IT1
11668	ARHGEF7-AS1
11669	RP11-551M15.5
11670	RP11-65D24.2
11671	LINC02337
11672	LINC00354
11673	SOX1-OT
11674	RP11-450H6.3
11675	LINC00404
11676	LINC01070
11677	LINC01043
11678	LINC01044
11679	RP11-88E10.4
11680	ATP11AUN
11681	RP11-88E10.5
11682	ATP11A-AS1
11683	RP11-73M11.3
11684	RP11-120K24.3
11685	MCF2L-AS1
11686	RP11-120K24.4
11687	RP11-120K24.5
11688	F10-AS1
11689	RP11-98F14.12
11690	RP11-98F14.11
11691	RP11-391H12.8
11692	GRTP1-AS1
11693	DCUN1D2-AS
11694	RP11-230F18.6
11695	RP11-230F18.5
11696	LINC00552
11697	GAS6-AS1
11698	GAS6-DT
11699	RP11-199F6.4
11700	LINC00454
11701	LINC00453
11702	LINC00452
11703	LINC00565
11704	RASA3-IT1
11705	RP11-569D9.6
11706	RP11-569D9.7
11707	LINC01054
11708	RP11-536C10.4
11709	LINC02297
11710	RP11-536C10.16
11711	CTD-2311B13.1
11712	CTD-2311B13.2
11713	CTD-2311B13.5
11714	CTD-2314B22.1
11715	RP11-146E13.4
11716	RP11-496I2.2
11717	LINC01297
11718	RP11-244H18.1
11719	RP11-597A11.11
11720	RP11-244H18.3
11721	RP11-597A11.6
11722	RP11-597A11.2
11723	CTD-2292M16.8
11724	CTD-2292M16.7
11725	RP11-203M5.10
11726	RPPH1
11727	RP11-203M5.2
11728	RP11-203M5.7
11729	RP11-203M5.8
11730	RP11-14J7.6
11731	EGILA
11732	RP11-219E7.1
11733	RP11-219E7.3
11734	RP11-219E7.2
11735	RP11-219E7.4
11736	RP11-84C10.3
11737	RP11-84C10.2
11738	RP11-84C10.4
11739	AL161668.5
11740	RP11-998D10.1
11741	RP11-998D10.4
11742	LINC00641
11743	RP11-524O1.4
11744	AE000658.22
11745	AE000658.31
11746	AE000661.37
11747	AE000661.50
11748	LINC02332
11749	AE000662.92
11750	CH17-302M23.1
11751	CTD-2555K7.2
11752	PRMT5-AS1
11753	RP11-298I3.1
11754	RP11-298I3.4
11755	RP11-298I3.3
11756	RP11-298I3.6
11757	RP11-124D2.3
11758	CTD-2201G16.1
11759	ZFHX2-AS1
11760	RP11-66N24.7
11761	RP11-66N24.3
11762	RP11-66N24.6
11763	RP11-388E23.2
11764	RP11-76P17.3
11765	LINC00596
11766	DHRS4-AS1
11767	RP11-468E2.12
11768	RP11-76P17.4
11769	RP11-468E2.5
11770	RP11-468E2.13
11771	RP11-468E2.10
11772	RP11-468E2.11
11773	AL136419.6
11774	RP11-934B9.8
11775	RP11-934B9.9
11776	RP11-934B9.3
11777	RP11-80A15.1
11778	RP11-104E19.1
11779	RP11-725L2.2
11780	RP11-725L2.1
11781	LINC02286
11782	LINC02306
11783	RP11-314P15.1
11784	CTD-2216L14.1
11785	RP11-483C6.1
11786	LINC02588
11787	RP11-384J4.2
11788	LINC02294
11789	LINC02293
11790	RP11-626P14.3
11791	MIR4307HG
11792	LINC00645
11793	CTD-2591A6.2
11794	LINC02300
11795	FOXG1-AS1
11796	LINC01551
11797	LINC02282
11798	LINC02281
11799	LINC02327
11800	LINC02326
11801	RP11-148E17.1
11802	RP11-562L8.1
11803	RP11-260G13.1
11804	RP11-260G13.2
11805	CTD-2503I6.1
11806	CTD-2305P23.1
11807	RP11-269C4.2
11808	CTD-2251F13.1
11809	RP11-306B9.1
11810	G2E3-AS1
11811	RP11-159L20.2
11812	RP11-829H16.3
11813	RP11-596D21.1
11814	CTD-2213F21.2
11815	CTD-2213F21.4
